#  H0[km/s/Mpc],   	     r_d[Mpc]
   67.328490000000002        147.14900000000000     
   68.046260000000004        147.57290000000000     
   68.057249999999996        147.56710000000001     
   67.321169999999995        147.32249999999999     
   67.405400000000000        147.34479999999999     
   67.401730000000001        147.32919999999999     
   67.372439999999997        147.34559999999999     
   67.387079999999997        147.26159999999999     
   67.346800000000002        147.27189999999999     
   67.427369999999996        147.28120000000001     
   67.533569999999997        147.29239999999999     
   67.035520000000005        146.91829999999999     
   67.291870000000003        147.03399999999999     
   67.398070000000004        147.05860000000001     
   67.335819999999998        147.02549999999999     
   67.335819999999998        146.99539999999999     
   67.273560000000003        146.99270000000001     
   67.540890000000005        147.01620000000000     
   67.724000000000004        147.11830000000000     
   66.958619999999996        147.06540000000001     
   66.965940000000003        147.13310000000001     
   66.522829999999999        147.10499999999999     
   66.559449999999998        147.12150000000000     
   66.229860000000002        146.96910000000000     
   66.438599999999994        147.03420000000000     
   66.497190000000003        146.80629999999999     
   66.321410000000000        146.73200000000000     
   66.390990000000002        146.77150000000000     
   66.727909999999994        146.92679999999999     
   66.482540000000000        146.88010000000000     
   66.727909999999994        146.95009999999999     
   66.647340000000000        146.90899999999999     
   66.852419999999995        146.83269999999999     
   67.617800000000003        146.97190000000001     
   67.229609999999994        146.88370000000000     
   67.214969999999994        146.89490000000001     
   67.189329999999998        146.70790000000000     
   67.709350000000001        146.86000000000001     
   67.866820000000004        146.96350000000001     
   68.046260000000004        147.07960000000000     
   67.691040000000001        146.98070000000001     
   67.691040000000001        146.98240000000001     
   67.401730000000001        146.84479999999999     
   67.280879999999996        146.74670000000000     
   67.182010000000005        146.79830000000001     
   67.149050000000003        146.73849999999999     
   67.145390000000006        146.73880000000000     
   67.339479999999995        146.77080000000001     
   67.013549999999995        146.65360000000001     
   66.764529999999993        146.59870000000001     
   67.053830000000005        147.05900000000000     
   66.947630000000004        147.05959999999999     
   67.064819999999997        146.84930000000000     
   66.713260000000005        146.72510000000000     
   67.888790000000000        147.24879999999999     
   67.738650000000007        147.28380000000001     
   68.339230000000001        147.55310000000000     
   68.251339999999999        147.51519999999999     
   68.005979999999994        147.30050000000000     
   68.108519999999999        147.31100000000001     
   68.192750000000004        147.25470000000001     
   68.412480000000002        147.40459999999999     
   68.493039999999993        147.30439999999999     
   68.474729999999994        147.28790000000001     
   67.932739999999995        146.97340000000000     
   68.211060000000003        147.11170000000001     
   68.141480000000001        147.14140000000000     
   67.350459999999998        146.82060000000001     
   67.445679999999996        146.84080000000000     
   67.431030000000007        146.84030000000001     
   67.833860000000001        146.90950000000001     
   67.463989999999995        146.73560000000001     
   67.551879999999997        146.76830000000001     
   67.595830000000007        146.91829999999999     
   67.628780000000006        146.85280000000000     
   67.855829999999997        146.84970000000001     
   67.995000000000005        147.03800000000001     
   67.332149999999999        146.92330000000001     
   67.024540000000002        146.84350000000001     
   67.020870000000002        146.84289999999999     
   66.995239999999995        146.84049999999999     
   67.009889999999999        146.92300000000000     
   66.991579999999999        146.93219999999999     
   67.105099999999993        147.05390000000000     
   67.767939999999996        147.34190000000001     
   68.057249999999996        147.42580000000001     
   68.060910000000007        147.43150000000000     
   68.273319999999998        147.53340000000000     
   68.357540000000000        147.61420000000001     
   68.412480000000002        147.65520000000001     
   68.005979999999994        147.58490000000000     
   68.353880000000004        147.58230000000000     
   68.397829999999999        147.66370000000001     
   68.504030000000000        147.47180000000000     
   68.515010000000004        147.47819999999999     
   68.134159999999994        147.33959999999999     
   68.159790000000001        147.29290000000000     
   67.973020000000005        147.23349999999999     
   67.416380000000004        147.09000000000000     
   67.412719999999993        147.12479999999999     
   67.456670000000003        147.15350000000001     
   67.485960000000006        147.16759999999999     
   67.295529999999999        147.06270000000001     
   67.244259999999997        147.07589999999999     
   67.321169999999995        147.04519999999999     
   67.134399999999999        146.98240000000001     
   67.130740000000003        146.98030000000000     
   66.892700000000005        146.82370000000000     
   66.947630000000004        146.78170000000000     
   66.962280000000007        146.81150000000000     
   66.896360000000001        146.77670000000001     
   66.987920000000003        146.85679999999999     
   66.911010000000005        147.13880000000000     
   66.907349999999994        147.13659999999999     
   67.024540000000002        147.18819999999999     
   67.269900000000007        147.31720000000001     
   67.020870000000002        147.19030000000001     
   66.969600000000000        147.17490000000001     
   67.299189999999996        147.10820000000001     
   67.306520000000006        147.10050000000001     
   67.317499999999995        147.10440000000000     
   67.024540000000002        146.96780000000001     
   67.072140000000005        147.00710000000001     
   67.182010000000005        147.25210000000001     
   67.042850000000001        147.20249999999999     
   66.350710000000007        146.81559999999999     
   66.149289999999993        146.70249999999999     
   66.314089999999993        146.79370000000000     
   66.804810000000003        146.80449999999999     
   67.171019999999999        147.04230000000001     
   67.372439999999997        147.09219999999999     
   67.632450000000006        147.26110000000000     
   67.350459999999998        147.19399999999999     
   67.478639999999999        147.03360000000001     
   67.412719999999993        147.02709999999999     
   67.489620000000002        147.04960000000000     
   67.006230000000002        147.02610000000001     
   66.980590000000007        147.17990000000000     
   67.134399999999999        147.30170000000001     
   67.368769999999998        147.29509999999999     
   67.658079999999998        147.35710000000000     
   67.650760000000005        147.35310000000001     
   67.504270000000005        147.31500000000000     
   67.405400000000000        147.20959999999999     
   67.427369999999996        147.23699999999999     
   66.566770000000005        146.81410000000000     
   66.636349999999993        146.81200000000001     
   66.768190000000004        146.88900000000001     
   67.247919999999993        147.19380000000001     
   67.156369999999995        147.15719999999999     
   67.086789999999993        147.13370000000000     
   67.086789999999993        146.93770000000001     
   67.178340000000006        146.95450000000000     
   67.258910000000000        146.95030000000000     
   67.105099999999993        146.79599999999999     
   67.061160000000001        146.78430000000000     
   67.236940000000004        146.88740000000001     
   67.116090000000000        146.88280000000000     
   66.947630000000004        147.09559999999999     
   67.028199999999998        146.93250000000000     
   66.907349999999994        146.60480000000001     
   67.035520000000005        146.66990000000001     
   66.900019999999998        146.62979999999999     
   67.013549999999995        146.66540000000001     
   66.694950000000006        146.67500000000001     
   67.251589999999993        146.91239999999999     
   67.416380000000004        147.01450000000000     
   67.420040000000000        147.02050000000000     
   66.907349999999994        147.05330000000001     
   67.134399999999999        147.13999999999999     
   67.086789999999993        147.13120000000001     
   67.138059999999996        147.13059999999999     
   67.189329999999998        147.14250000000001     
   67.053830000000005        146.91419999999999     
   67.240600000000001        147.06160000000000     
   68.057249999999996        147.23190000000000     
   68.071899999999999        147.25579999999999     
   67.537229999999994        147.29179999999999     
   67.357789999999994        147.33590000000001     
   67.442019999999999        147.38790000000000     
   67.672730000000001        147.43670000000000     
   67.511600000000001        147.33640000000000     
   67.603149999999999        147.28280000000001     
   67.529910000000001        147.23380000000000     
   67.280879999999996        147.14400000000001     
   67.603149999999999        147.23910000000001     
   67.427369999999996        147.17099999999999     
   67.416380000000004        147.16390000000001     
   66.969600000000000        146.98300000000000     
   66.976929999999996        146.94390000000001     
   67.046509999999998        146.96570000000000     
   67.042850000000001        146.96559999999999     
   67.200320000000005        147.12240000000000     
   67.200320000000005        147.11959999999999     
   67.438350000000000        147.07180000000000     
   66.482540000000000        146.97250000000000     
   66.563109999999995        147.08260000000001     
   66.449579999999997        147.03200000000001     
   66.251829999999998        146.91640000000001     
   66.716920000000002        146.86920000000001     
   67.002560000000003        147.00520000000000     
   67.031859999999995        147.01390000000001     
   67.035520000000005        147.01580000000001     
   66.987920000000003        147.13360000000000     
   67.431030000000007        147.27119999999999     
   67.387079999999997        147.10460000000000     
   67.665409999999994        147.15549999999999     
   67.965699999999998        147.22370000000001     
   67.885130000000004        147.12340000000000     
   67.896119999999996        147.12889999999999     
   67.544560000000004        147.02840000000000     
   67.874150000000000        147.15219999999999     
   67.815550000000002        147.20300000000000     
   67.892460000000000        147.28790000000001     
   67.892460000000000        147.28829999999999     
   67.346800000000002        147.13090000000000     
   67.163700000000006        147.08500000000001     
   67.167360000000002        147.08300000000000     
   67.145390000000006        147.00470000000001     
   67.094120000000004        146.96070000000000     
   67.493290000000002        147.06240000000000     
   67.507930000000002        147.00350000000000     
   67.599490000000003        147.00579999999999     
   67.588499999999996        146.99830000000000     
   67.072140000000005        146.79280000000000     
   66.962280000000007        146.75530000000001     
   66.973269999999999        146.78250000000000     
   66.965940000000003        146.75630000000001     
   67.039180000000002        146.75839999999999     
   67.053830000000005        146.76439999999999     
   66.837770000000006        146.75899999999999     
   67.379760000000005        146.89699999999999     
   67.273560000000003        146.74580000000000     
   67.266239999999996        146.76820000000001     
   67.390749999999997        146.79450000000000     
   67.094120000000004        146.65230000000000     
   67.083129999999997        146.75559999999999     
   67.138059999999996        146.67339999999999     
   67.105099999999993        146.67259999999999     
   67.039180000000002        146.64599999999999     
   67.189329999999998        146.75100000000000     
   67.467650000000006        146.83150000000001     
   66.654660000000007        146.80609999999999     
   66.676640000000006        146.85180000000000     
   66.705929999999995        146.91220000000001     
   67.247919999999993        147.25139999999999     
   67.346800000000002        147.28210000000001     
   67.346800000000002        147.28190000000001     
   67.335819999999998        147.26460000000000     
   67.225949999999997        147.19589999999999     
   67.094120000000004        147.09770000000000     
   67.372439999999997        147.20349999999999     
   67.262569999999997        147.22600000000000     
   67.152709999999999        147.27289999999999     
   67.562870000000004        147.40459999999999     
   66.998900000000006        147.38090000000000     
   66.790160000000000        147.25229999999999     
   66.724239999999995        147.22350000000000     
   66.610720000000001        147.29230000000001     
   66.900019999999998        147.26079999999999     
   66.896360000000001        147.25960000000001     
   66.965940000000003        147.24780000000001     
   66.929320000000004        147.14830000000001     
   66.764529999999993        147.02850000000001     
   66.629030000000000        146.91749999999999     
   66.438599999999994        146.91900000000001     
   66.478880000000004        146.93150000000000     
   66.065060000000003        146.94870000000000     
   66.032100000000000        146.94820000000001     
   66.101680000000002        146.99180000000001     
   66.449579999999997        147.17699999999999     
   66.526489999999995        147.11250000000001     
   66.226200000000006        146.85540000000000     
   66.043090000000007        146.81999999999999     
   65.995480000000001        146.82259999999999     
   66.416629999999998        146.71010000000001     
   66.420289999999994        146.70509999999999     
   66.456909999999993        146.71580000000000     
   66.449579999999997        146.86460000000000     
   66.152950000000004        146.58980000000000     
   66.116330000000005        146.59690000000001     
   66.141970000000001        146.61650000000000     
   66.412959999999998        146.84889999999999     
   66.215209999999999        146.89050000000000     
   66.599729999999994        146.95280000000000     
   66.640010000000004        146.97999999999999     
   66.390990000000002        146.54839999999999     
   66.867069999999998        146.66430000000000     
   66.848749999999995        146.65160000000000     
   66.658330000000007        146.52189999999999     
   66.555790000000002        146.53729999999999     
   66.951290000000000        146.64189999999999     
   66.947630000000004        146.64030000000000     
   66.519170000000003        146.49809999999999     
   66.266480000000001        146.43950000000001     
   66.010130000000004        146.57089999999999     
   66.262820000000005        146.65850000000000     
   66.273799999999994        146.65710000000001     
   66.369020000000006        146.76249999999999     
   66.292109999999994        146.72800000000001     
   66.409300000000002        146.77099999999999     
   67.269900000000007        147.24650000000000     
   67.233279999999993        147.27990000000000     
   67.365110000000001        147.31309999999999     
   67.416380000000004        147.33099999999999     
   68.101200000000006        147.33029999999999     
   67.837519999999998        147.42679999999999     
   67.332149999999999        147.16090000000000     
   66.819460000000007        146.91510000000000     
   67.053830000000005        146.98939999999999     
   67.053830000000005        146.99189999999999     
   66.900019999999998        146.91399999999999     
   67.284549999999996        147.13910000000001     
   67.354129999999998        147.17640000000000     
   67.636110000000002        147.25010000000000     
   67.401730000000001        147.15539999999999     
   67.225949999999997        147.23990000000001     
   67.196659999999994        147.18670000000000     
   67.203980000000001        147.19409999999999     
   67.119749999999996        147.14970000000000     
   67.156369999999995        147.19130000000001     
   67.138059999999996        147.16900000000001     
   67.064819999999997        147.11850000000001     
   67.423710000000000        147.29120000000000     
   67.951049999999995        147.37500000000000     
   67.540890000000005        147.29540000000000     
   67.800899999999999        147.28030000000001     
   67.907100000000000        147.32839999999999     
   67.551879999999997        147.23920000000001     
   67.339479999999995        147.18350000000001     
   67.394409999999993        147.24709999999999     
   66.757199999999997        146.87830000000000     
   66.757199999999997        146.88030000000001     
   67.163700000000006        146.86170000000001     
   67.145390000000006        146.85090000000000     
   67.207639999999998        146.87400000000000     
   66.618039999999993        146.56860000000000     
   66.687619999999995        146.61400000000000     
   66.640010000000004        146.75219999999999     
   66.548460000000006        146.68090000000001     
   66.563109999999995        146.73519999999999     
   66.548460000000006        146.71969999999999     
   66.603390000000005        146.82880000000000     
   66.390990000000002        146.70110000000000     
   66.427610000000001        146.76009999999999     
   66.438599999999994        146.79050000000001     
   66.467900000000000        146.77789999999999     
   66.453249999999997        146.78870000000001     
   66.892700000000005        146.94690000000000     
   66.640010000000004        146.81500000000000     
   66.760859999999994        147.12250000000000     
   66.753540000000001        146.97200000000001     
   66.742549999999994        146.96220000000000     
   66.588750000000005        146.85010000000000     
   66.046750000000003        146.71010000000001     
   66.574100000000001        146.87799999999999     
   66.621700000000004        146.89830000000001     
   66.687619999999995        146.95840000000001     
   66.398319999999998        146.78430000000000     
   66.771850000000001        146.67980000000000     
   66.874390000000005        146.74700000000001     
   67.141720000000007        146.82210000000001     
   66.954960000000000        146.71750000000000     
   67.020870000000002        146.74879999999999     
   67.365110000000001        146.80799999999999     
   67.467650000000006        146.75569999999999     
   67.449340000000007        146.81700000000001     
   67.463989999999995        146.80879999999999     
   67.119749999999996        146.71799999999999     
   67.357789999999994        146.83600000000001     
   67.372439999999997        146.85790000000000     
   67.317499999999995        146.81970000000001     
   67.291870000000003        146.80230000000000     
   67.277220000000000        146.80459999999999     
   67.485960000000006        146.76470000000000     
   67.588499999999996        146.82890000000000     
   67.636110000000002        146.85169999999999     
   67.720339999999993        146.93410000000000     
   67.720339999999993        146.93590000000000     
   67.669070000000005        146.92730000000000     
   67.423710000000000        146.91900000000001     
   67.416380000000004        146.94390000000001     
   67.489620000000002        146.96410000000000     
   67.636110000000002        147.08480000000000     
   67.793580000000006        147.10450000000000     
   67.885130000000004        147.28270000000001     
   67.954710000000006        147.36529999999999     
   67.951049999999995        147.36380000000000     
   67.116090000000000        147.17699999999999     
   67.332149999999999        147.37330000000000     
   67.398070000000004        147.38110000000000     
   67.420040000000000        147.37309999999999     
   66.793819999999997        147.14779999999999     
   66.738889999999998        147.02119999999999     
   66.632689999999997        146.97970000000001     
   66.519170000000003        146.91800000000001     
   66.647340000000000        146.93570000000000     
   66.314089999999993        146.83910000000000     
   66.445920000000001        146.92920000000001     
   66.442260000000005        146.93109999999999     
   66.929320000000004        146.91560000000001     
   66.925659999999993        146.91749999999999     
   67.368769999999998        147.00690000000000     
   67.262569999999997        147.11500000000001     
   67.258910000000000        147.14590000000001     
   67.302859999999995        147.15309999999999     
   67.229609999999994        147.13350000000000     
   67.277220000000000        147.16530000000000     
   67.518919999999994        146.99080000000001     
   67.855829999999997        147.09420000000000     
   67.789919999999995        147.07800000000000     
   67.665409999999994        146.96660000000000     
   67.661739999999995        146.98150000000001     
   67.485960000000006        146.96260000000001     
   67.793580000000006        147.01060000000001     
   68.178100000000001        147.12799999999999     
   68.104860000000002        146.98540000000000     
   67.379760000000005        146.66780000000000     
   67.332149999999999        146.66550000000001     
   67.291870000000003        146.75749999999999     
   67.313839999999999        146.73030000000000     
   67.317499999999995        146.73020000000000     
   67.577510000000004        146.74109999999999     
   67.537229999999994        146.69340000000000     
   67.529910000000001        146.69100000000000     
   68.130489999999995        146.93129999999999     
   68.233029999999999        146.97100000000000     
   68.020629999999997        146.90660000000000     
   67.672730000000001        146.95750000000001     
   67.617800000000003        146.92720000000000     
   68.170779999999993        146.89449999999999     
   68.284300000000002        146.91650000000001     
   68.262330000000006        146.98300000000000     
   68.295289999999994        147.00930000000000     
   68.284300000000002        147.00630000000001     
   68.635859999999994        147.21950000000001     
   68.280640000000005        147.14130000000000     
   68.265990000000002        147.16370000000001     
   68.119510000000005        147.15289999999999     
   68.009640000000005        147.16139999999999     
   68.134159999999994        147.27390000000000     
   68.090209999999999        147.28620000000001     
   67.621459999999999        147.17420000000001     
   67.614140000000006        147.31020000000001     
   67.951049999999995        147.53890000000001     
   68.090209999999999        147.45590000000001     
   68.192750000000004        147.44520000000000     
   68.152469999999994        147.44130000000001     
   67.808229999999995        147.48500000000001     
   68.123170000000002        147.60110000000000     
   68.123170000000002        147.60169999999999     
   68.126829999999998        147.59299999999999     
   68.060910000000007        147.62289999999999     
   68.086550000000003        147.62270000000001     
   67.786249999999995        147.53880000000001     
   67.811890000000005        147.61969999999999     
   67.636110000000002        147.57769999999999     
   67.592160000000007        147.56340000000000     
   67.592160000000007        147.54580000000001     
   67.745970000000000        147.66100000000000     
   67.669070000000005        147.45570000000001     
   67.328490000000002        147.32339999999999     
   67.332149999999999        147.34819999999999     
   67.438350000000000        147.37000000000000     
   67.507930000000002        147.27529999999999     
   67.654420000000002        147.27529999999999     
   67.639769999999999        147.27840000000000     
   67.786249999999995        147.34790000000001     
   67.233279999999993        147.22149999999999     
   67.434690000000003        147.17240000000001     
   67.463989999999995        147.19630000000001     
   67.420040000000000        146.95519999999999     
   67.346800000000002        147.08470000000000     
   67.496949999999998        147.26499999999999     
   67.299189999999996        147.02220000000000     
   67.603149999999999        147.00780000000000     
   68.375850000000000        147.26790000000000     
   68.617549999999994        147.28120000000001     
   68.577269999999999        147.19829999999999     
   68.280640000000005        147.11890000000000     
   68.569950000000006        147.28790000000001     
   68.456419999999994        147.16919999999999     
   68.339230000000001        147.12690000000001     
   68.192750000000004        147.08670000000001     
   68.525999999999996        147.05539999999999     
   68.016970000000001        146.94059999999999     
   67.896119999999996        146.86330000000001     
   67.463989999999995        146.66630000000001     
   67.489620000000002        146.71549999999999     
   67.321169999999995        146.70429999999999     
   67.262569999999997        146.75760000000000     
   67.280879999999996        146.74539999999999     
   67.562870000000004        146.80969999999999     
   67.518919999999994        146.77060000000000     
   67.621459999999999        146.77369999999999     
   67.493290000000002        146.82980000000001     
   67.815550000000002        147.33850000000001     
   67.896119999999996        147.36140000000000     
   67.841189999999997        147.46899999999999     
   67.775270000000006        147.37889999999999     
   67.665409999999994        147.33470000000000     
   66.892700000000005        146.71809999999999     
   67.482299999999995        146.95470000000000     
   67.830200000000005        147.01710000000000     
   68.324579999999997        147.21010000000001     
   68.489379999999997        147.23020000000000     
   67.808229999999995        147.05910000000000     
   67.691040000000001        147.20560000000000     
   67.566530000000000        147.17130000000000     
   67.610470000000007        147.36050000000000     
   67.632450000000006        147.36470000000000     
   67.782589999999999        147.57079999999999     
   67.940060000000003        147.62360000000001     
   67.885130000000004        147.55029999999999     
   67.474980000000002        147.38710000000000     
   67.570189999999997        147.40110000000001     
   67.420040000000000        147.37790000000001     
   66.661990000000003        147.02449999999999     
   67.335819999999998        147.16510000000000     
   67.086789999999993        146.87299999999999     
   67.182010000000005        146.84460000000001     
   67.874150000000000        147.14080000000001     
   67.958370000000002        147.13190000000000     
   67.881469999999993        147.23960000000000     
   67.529910000000001        147.05449999999999     
   67.218630000000005        147.25729999999999     
   66.830439999999996        147.02600000000001     
   68.258669999999995        147.72080000000000     
   68.482060000000004        147.41950000000000     
   68.478390000000005        147.41470000000001     
   67.833860000000001        147.23830000000001     
   67.760620000000003        147.19749999999999     
   67.511600000000001        147.16340000000000     
   67.687380000000005        147.10890000000001     
   67.786249999999995        147.19620000000000     
   67.665409999999994        147.08320000000001     
   67.720339999999993        147.15199999999999     
   67.709350000000001        147.15080000000000     
   67.734989999999996        147.16190000000000     
   67.529910000000001        147.06219999999999     
   67.819209999999998        147.36220000000000     
   67.463989999999995        147.26929999999999     
   67.474980000000002        147.22630000000001     
   67.295529999999999        147.14200000000000     
   67.288210000000007        147.13280000000000     
   66.991579999999999        146.91669999999999     
   67.097780000000000        146.91929999999999     
   67.160030000000006        146.93850000000000     
   66.965940000000003        146.91120000000001     
   67.013549999999995        146.92210000000000     
   67.105099999999993        146.99979999999999     
   67.566530000000000        147.17349999999999     
   68.024289999999993        147.28960000000001     
   67.958370000000002        147.25530000000001     
   68.005979999999994        147.27570000000000     
   68.093869999999995        147.24260000000001     
   68.042599999999993        147.17920000000001     
   68.082890000000006        147.19739999999999     
   67.123410000000007        146.59340000000000     
   67.357789999999994        146.83799999999999     
   67.332149999999999        147.04259999999999     
   67.321169999999995        147.21500000000000     
   68.262330000000006        147.57669999999999     
   68.240359999999995        147.53110000000001     
   68.357540000000000        147.26730000000001     
   68.042599999999993        147.12100000000001     
   67.485960000000006        146.88460000000001     
   67.808229999999995        147.10030000000000     
   67.848510000000005        147.09410000000000     
   68.049930000000003        147.17370000000000     
   68.141480000000001        147.30430000000001     
   67.833860000000001        147.24109999999999     
   67.925420000000003        147.31430000000000     
   68.756709999999998        147.52950000000001     
   68.687129999999996        147.54249999999999     
   68.705439999999996        147.56219999999999     
   68.749390000000005        147.59430000000000     
   67.471310000000003        147.24969999999999     
   67.559200000000004        147.38910000000001     
   67.643429999999995        147.30640000000000     
   67.485960000000006        147.23589999999999     
   67.445679999999996        147.22569999999999     
   67.376099999999994        147.13880000000000     
   67.420040000000000        147.04759999999999     
   67.134399999999999        146.97900000000001     
   67.244259999999997        146.98679999999999     
   67.680049999999994        147.13069999999999     
   68.068240000000003        147.23759999999999     
   68.035280000000000        147.27230000000000     
   68.375850000000000        147.30380000000000     
   68.478390000000005        147.44130000000001     
   68.240359999999995        147.29650000000001     
   68.525999999999996        147.41800000000001     
   68.427120000000002        147.32239999999999     
   68.218379999999996        147.35520000000000     
   68.156130000000005        147.35450000000000     
   68.192750000000004        147.44600000000000     
   68.075559999999996        147.38970000000000     
   68.130489999999995        147.45519999999999     
   67.932739999999995        147.35749999999999     
   67.958370000000002        147.32350000000000     
   67.962040000000002        147.34989999999999     
   67.866820000000004        147.36269999999999     
   68.002319999999997        147.37440000000001     
   67.833860000000001        147.27010000000001     
   67.702029999999993        147.16350000000000     
   68.024289999999993        147.05410000000001     
   67.962040000000002        147.05719999999999     
   67.800899999999999        147.02820000000000     
   67.815550000000002        147.06379999999999     
   66.911010000000005        146.71080000000001     
   66.969600000000000        146.69159999999999     
   66.951290000000000        146.77680000000001     
   66.973269999999999        146.91620000000000     
   66.947630000000004        146.82939999999999     
   67.266239999999996        147.02619999999999     
   67.108760000000004        146.92570000000001     
   67.178340000000006        146.88090000000000     
